Gene ID	Name	Notes
ECs1200	ECs1200	['DNA-binding', 'protein']
ECs1117	ECs1117	['tail', 'assembly', 'protein']
ECs1452	flgC	['flagellar', 'basal', 'body', 'rod', 'protein', 'FlgC']
ECs3322	ECs3322	['ethanolamine', 'utilization', 'protein', 'EutQ']
ECs3925	ECs3925	['hypothetical', 'protein']
ECs2265	ECs2265	['hypothetical', 'protein']
ECs2727	ECs2727	['minor', 'tail', 'protein']
ECs5539	ECs5539	['hypothetical', 'protein']
ECs0744	ECs0744	['fimbrial-like', 'protein']
pO157p47	pO157p47	['hypothetical', 'protein']
ECs0214	ECs0214	['hypothetical', 'protein']
ECs3428	ECs3428	['hypothetical', 'protein']
ECs3603	ECs3603	['hypothetical', 'protein']
ECs0870	ECs0870	['hypothetical', 'protein']
ECO572814	NA
ECs3923	tolC	['outer', 'membrane', 'channel', 'protein']
ECs5271	ECs5271	['tyrosine', 'recombinase']
ECs2464	ECs2464	['cytochrome', 'oxidase']
ECs4833	ECs4833	['transcriptional', 'activator', 'RhaR']
ECs0294	ECs0294	['hypothetical', 'protein']
ECs2168	ECs2168	['minor', 'tail', 'protein']
ECs0602	ECs0602	['H', 'repeat-containing', 'protein']
ECs3606	ECs3606	['sulfate', 'adenylyltransferase', 'subunit', '2']
ECs2971	ECs2971	['hypothetical', 'protein']
ECs1131	ECs1131	['hydrogenase', '1', 'maturation', 'protease']
ECs5543	rrsC	['16S', 'ribosomal', 'RNA']
ECs2682	ECs2682	['flagellar', 'hook-length', 'control', 'protein']
ECs3018	ECs3018	['transport', 'system', 'permease']
ECs3429	acpS	["4'-phosphopantetheinyl", 'transferase']
ECs4029	ECs4029	['hypothetical', 'protein']
ECs2739	ECs2739	['endopeptidase']
ECs0484	ECs0484	['cytochrome', 'o', 'ubiquinol', 'oxidase', 'subunit', 'III']
ECs1575	ECs1575	['DNA', 'binding', 'protein']
ECs2618	ECs2618	['hypothetical', 'protein']
ECs2523	ECs2523	['L-serine', 'dehydratase', '1']
ECs2578	ECs2578	['hypothetical', 'protein']
ECs3278	gltX	['glutamyl-tRNA', 'synthetase']
ECs4832	ECs4832	['transcriptional', 'activator', 'RhaS']
ECs4571	ECs4571	['SepZ', 'type', 'III', 'secretion', 'system', 'protein']
ECs4175	rplN	['50S', 'ribosomal', 'protein', 'L14']
ECO570089	NA
ECs4490	ECs4490	['2,3-bisphosphoglycerate-independent', 'phosphoglycerate', 'mutase']
ECs0782	ECs0782	['phospho-2-dehydro-3-deoxyheptonate', 'aldolase']
ECs3710	ECs3710	['hypothetical', 'protein']
ECs0879	ECs0879	['hypothetical', 'protein']
ECs5259	ECs5259	['hypothetical', 'protein']
ECs1758	ECs1758	['excisionase']
ECs1747	ECs1747	['hypothetical', 'protein']
ECs2134	ECs2134	['hypothetical', 'protein']
ECs2439	ECs2439	['hypothetical', 'protein']
ECs1933	recT	['recombination', 'and', 'repair', 'protein', 'RecT']
ECs5530	ECs5530	['hypothetical', 'protein']
ECs0083	ECs0083	['fruR', 'leader', 'peptide']
ECs2965	ECs2965	['lipoprotein', 'Rz1', 'precursor']
ECO571551	NA
ECs0245	ECs0245	['H', 'repeat-containing', 'protein']
ECs1224	ECs1224	['hypothetical', 'protein']
ECs0980	ECs0980	['anaerobic', 'dimethyl', 'sulfoxide', 'reductase', 'subunit', 'B']
ECs1732	ECs1732	['nitrate', 'reductase', '1', 'subunit', 'gamma']
ECs4831	rhaB	['rhamnulokinase']
ECs4288	ECs4288	['hypothetical', 'protein']
ECs5506	argZ	['tRNA']
ECs4874	gldA	['glycerol', 'dehydrogenase']
ECs3255	ECs3255	['hypothetical', 'protein']
ECs3564	gutQ	['D-arabinose', '5-phosphate', 'isomerase']
ECs4359	ECs4359	['ABC', 'transporter', 'ATP-binding', 'protein']
ECs2935	ECs2935	['hypothetical', 'protein']
ECs2574	ECs2574	['hypothetical', 'protein']
ECs2518	ECs2518	['hypothetical', 'protein']
ECs0071	NA
ECs1504	ECs1504	['hypothetical', 'protein']
ECs0343	ECs0343	['AraC', 'family', 'transcriptional', 'regulator']
ECs1753	ECs1753	['acyl-CoA', 'thioesterase']
ECO572287	NA
ECs3575	ECs3575	['formate', 'hydrogenlyase', 'subunit-7', 'component', 'G']
ECs2524	ECs2524	['hypothetical', 'protein']
ECs4356	ECs4356	['HicB-like', 'protein']
ECs4346	nikD	['nickel', 'transporter', 'ATP-binding', 'protein', 'NikD']
ECs0579	ECs0579	['ureidoglycolate', 'dehydrogenase']
ECs5184	ECs5184	['hypothetical', 'protein']
ECs3071	ECs3071	['transport', 'system', 'permease']
ECs4339	ECs4339	['beta-hydroxydecanoyl-ACP', 'dehydrase']
ECs0939	rumB	['23S', 'rRNA', '(uracil(747)-C(5))-methyltransferase', 'RlmC']
ECs1801	ECs1801	['tail', 'assembly', 'chaperone']
ECs1693	ECs1693	['TonB', 'dependent', 'outer', 'membrane', 'receptor']
ECs3088	ECs3088	['heme', 'exporter', 'protein', 'C']
ECs3747	ECs3747	['carbamate', 'kinase']
ECs2531	ECs2531	['hypothetical', 'protein']
ECs0860	ECs0860	['molybdenum', 'cofactor', 'biosynthesis', 'protein', 'B']
ECs5447	argO5	['tRNA']
ECs5308	ECs5308	['type', 'I', 'restriction-modification', 'enzyme', 'R', 'subunit']
ECs1300	ECs1300	['hypothetical', 'protein']
ECs5079	ECs5079	['phosphonate', 'ABC', 'transporter', 'ATP-binding', 'protein']
ECs4355	gatY	['fructose-1,6-bisphosphate', 'aldolase']
ECs5195	ECs5195	['hypothetical', 'protein']
ECs0551	ECs0551	['hypothetical', 'protein']
ECs4153	fmt	['methionyl-tRNA', 'formyltransferase']
ECs0178	ECs0178	['zinc', 'metallopeptidase', 'RseP']
ECs3390	ECs3390	['hypothetical', 'protein']
ECs1706	ECs1706	['hypothetical', 'protein']
ECs4734	hemD	['uroporphyrinogen-III', 'synthase']
ECO573830	NA
ECs4142	ECs4142	['transport', 'system', 'permease']
ECs3661	ECs3661	['L-fucose', 'transporter']
ECs4784	ECs4784	['hypothetical', 'protein']
ECs2016	ECs2016	['hypothetical', 'protein']
ECs1667	ECs1667	['hypothetical', 'protein']
ECs1885	ECs1885	['thiosulfate:cyanide', 'sulfurtransferase']
ECs1070	ECs1070	['hypothetical', 'protein']
ECs0125	ECs0125	['spermidine', 'synthase']
ECs4413	bcsA	['cellulose', 'synthase', 'catalytic', 'subunit']
ECO572193	NA
ECO571231	NA
ECO571176	NA
ECs1659	ECs1659	['hypothetical', 'protein']
ECs5428	ECs5428	['hypothetical', 'protein']
ECs1298	ECs1298	['hypothetical', 'protein']
ECs5014	xylE	['D-xylose', 'transporter', 'XylE']
ECs4995	ECs4995	['hypothetical', 'protein']
ECs0773	ECs0773	['colicin', 'uptake', 'protein', 'TolR']
ECs2865	ECs2865	['tyrosine', 'kinase']
ECO570349	NA
ECs1719	ECs1719	['transcriptional', 'regulator']
ECs2280	ECs2280	['hypothetical', 'protein']
ECs0409	ECs0409	['nucleoprotein/polynucleotide-associated', 'enzyme']
ECs2560	ECs2560	['keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate', 'aldolase']
ECs3973	ECs3973	['altronate', 'hydrolase']
ECs1700	ECs1700	['hypothetical', 'protein']
ECs3459	ECs3459	['hypothetical', 'protein']
ECs5119	ECs5119	['anaerobic', 'C4-dicarboxylate', 'transporter']
ECs4670	ECs4670	['type', '1', 'fimbrial', 'protein']
ECs2331	ECs2331	['adenosine', 'deaminase']
ECO570347	NA
ECs2074	ECs2074	['hypothetical', 'protein']
ECs5161	ECs5161	['hypothetical', 'protein']
ECs5315	ECs5315	['methyl-accepting', 'chemotaxis', 'protein', 'I']
ECs2754	ECs2754	['prophage', 'maintenance', 'protein']
ECs2761	ECs2761	['hypothetical', 'protein']
ECs4446	ECs4446	['hypothetical', 'protein']
ECs3904	ECs3904	['hypothetical', 'protein']
ECs4363	ECs4363	['hypothetical', 'protein']
ECs0135	ECs0135	['aspartate', 'alpha-decarboxylase']
ECs1632	ECs1632	['portal', 'protein']
ECs1439	ECs1439	['DNA', 'damage-inducible', 'protein', 'I']
ECs4944	ECs4944	['DNA-binding', 'protein']
ECs0743	ECs0743	['hypothetical', 'protein']
ECs3899	ECs3899	['outer', 'membrane', 'lipoprotein']
ECs1509	ECs1509	['hypothetical', 'protein']
ECs3124	glpQ	['glycerophosphodiester', 'phosphodiesterase']
ECs4427	ECs4427	['fimbrial', 'protein']
ECs4227	ECs4227	['phosphoglycolate', 'phosphatase']
ECs5207	ECs5207	['transport', 'system', 'permease']
ECs4578	ECs4578	['negative', 'regulator', 'GrlR']
ECs3530	ECs3530	['DNA', 'binding', 'protein']
ECs1934	ECs1934	['exonuclease', 'VIII']
ECs3703	ECs3703	['hypothetical', 'protein']
ECs1191	ECs1191	['hypothetical', 'protein']
ECs4297	ECs4297	['glycerol-3-phosphate', 'transporter', 'membrane', 'protein']
ECs3283	ligA	['NAD-dependent', 'DNA', 'ligase', 'LigA']
ECO571565	NA
ECs4930	ECs4930	['hypothetical', 'protein']
ECs5407	serT	['tRNA']
ECs2535	ECs2535	['hypothetical', 'protein']
ECs3163	ECs3163	['NADH', 'dehydrogenase', 'subunit', 'K']
ECs2159	ECs2159	['tail', 'fiber', 'protein']
ECs0195	ECs0195	['hypothetical', 'protein']
ECs2004	ECs2004	['hypothetical', 'protein']
ECs0544	ECs0544	['membrane', 'fusion', 'protein', 'of', 'a', 'transport', 'system']
ECs1461	flgL	['flagellar', 'hook-associated', 'protein', 'FlgL']
ECs1985	ECs1985	['minor', 'tail', 'protein']
ECO571516	NA
ECs0862	moaD	['molybdopterin', 'synthase', 'small', 'subunit']
ECs0932	ECs0932	['ribosomal', 'protein', 'S6', 'modification', 'protein']
ECO572679	NA
ECs2562	ECs2562	['glucose-6-phosphate', '1-dehydrogenase']
ECs0285	ECs0285	['hypothetical', 'protein']
ECs1609	ECs1609	['intergrase']
ECs1398	ECs1398	['hypothetical', 'protein']
ECs0812	ECs0812	['protein', 'NinG']
ECs2183	ECs2183	['putative', 'lipoprotein', 'Rz1', 'precursor']
ECs0596	ECs0596	['fimbrial', 'protein']
ECs5122	ECs5122	['hypothetical', 'protein']
ECs1170	ECs1170	['C4-type', 'zinc', 'finger', 'TraR']
ECs3150	ECs3150	['1,4-dihydroxy-2-naphthoyl-CoA', 'synthase']
ECs3655	ECs3655	['hypothetical', 'protein']
ECs4304	ECs4304	['branched-chain', 'amino', 'acid', 'transporter', 'permease', 'LivH']
ECs3786	ECs3786	['chromosome', 'replication', 'initiation', 'inhibitor', 'protein']
ECs0954	ECs0954	['nucleotide', 'di-P-sugar', 'epimerase', 'or', 'dehydratase']
ECs0856	bioD	['dithiobiotin', 'synthetase']
ECs3127	ECs3127	['anaerobic', 'glycerol-3-phosphate', 'dehydrogenase', 'subunit', 'B']
ECs4600	ECs4600	['hypothetical', 'protein']
ECs2160	ECs2160	['outer', 'host', 'membrane', 'protein']
ECs0427	ECs0427	['transporter']
ECO570075	NA
ECs1513	ECs1513	['hypothetical', 'protein']
ECs2520	ECs2520	['hypothetical', 'protein']
ECs1893	ECs1893	['hypothetical', 'protein']
ECs4567	ECs4567	['hypothetical', 'protein']
ECs0380	ECs0380	['hypothetical', 'protein']
ECs1990	ECs1990	['host', 'specificity', 'protein']
ECs2776	ECs2776	['hypothetical', 'protein']
ECs2810	ECs2810	['hypothetical', 'protein']
ECO572479	NA
ECO570231	NA
ECs5498	ECs5498	['hypothetical', 'protein']
ECO573676	NA
ECs3348	ECs3348	['hydrogenase', '4', 'subunit', 'F']
ECs2104	ECs2104	['transcriptional', 'regulator', 'YdeO']
ECs3626	ECs3626	['transporter']
ECs1957	ECs1957	['hypothetical', 'protein']
ECs0968	clpA	['ATP-dependent', 'Clp', 'protease', 'ATP-binding', 'protein']
ECs2561	ECs2561	['phosphogluconate', 'dehydratase']
ECs0649	ECs0649	['nucleoside', 'diphosphate', 'kinase', 'regulator']
ECs2244	ECs2244	['hypothetical', 'protein']
pO157p30	pO157p30	['resolvase']
ECs0259	ECs0259	['antitoxin', 'of', 'the', 'YafO-YafN', 'toxin-antitoxin', 'system']
ECs4328	ECs4328	['acyl', 'carrier', 'protein']
ECs0729	ECs0729	['protein', 'RhsC']
ECs3345	ECs3345	['hydrogenase', '4', 'membrane', 'subunit']
ECs3259	ECs3259	['aminotransferase']
ECs3726	ECs3726	['surface', 'presentation', 'of', 'antigens', 'protein', 'SpaO']
ECs0433	ECs0433	['alkaline', 'phosphatase']
ECs2603	ECs2603	['universal', 'stress', 'protein', 'UspC']
ECs4621	ECs4621	['AraC', 'family', 'transcriptional', 'regulator']
ECs1346	ECs1346	['hypothetical', 'protein']
ECs3941	folB	['bifunctional', 'dihydroneopterin', 'aldolase/dihydroneopterin', 'triphosphate', "2'-epimerase"]
pO157p36	pO157p36	['hypothetical', 'protein']
ECs0237	ECs0237	['RhsG', 'core', 'protein', 'with', 'extension']
ECs2495	ECs2495	['hypothetical', 'protein']
ECs0957	ECs0957	['pyruvate', 'dehydrogenase']
ECs3245	ECs3245	['D-serine', 'dehydratase']
ECs2212	ECs2212	['hypothetical', 'protein']
ECs5097	ECs5097	['arginine:agmatin', 'antiporter']
ECs2770	ECs2770	['hypothetical', 'protein']
ECs4551	ECs4551	['hypothetical', 'protein']
ECs2976	ECs2976	['hypothetical', 'protein']
ECs1333	ECs1333	['hypothetical', 'protein']
ECs2705	ECs2705	['chaperone', 'protein', 'HchA']
ECs4477	mtlR	['mannitol', 'repressor', 'protein']
ECs3258	ECs3258	['lipid', 'A', 'biosynthesis', 'palmitoleoyl', 'acyltransferase']
ECs1680	ECs1680	['disulfide', 'bond', 'formation', 'protein', 'B']
ECs1952	ECs1952	['hypothetical', 'protein']
ECs5417	ECs5417	['hypothetical', 'protein']
ECs0101	ECs0101	['SecA', 'regulator', 'SecM']
ECs5343	deoD	['purine', 'nucleoside', 'phosphorylase']
ECs0304	ECs0304	['hypothetical', 'protein']
ECs3165	ECs3165	['NADH', 'dehydrogenase', 'subunit', 'I']
ECs4988	ECs4988	['hypothetical', 'protein']
ECs0849	ECs0849	['hypothetical', 'protein']
ECs0557	ECs0557	['ABC', 'transporter', 'ATP-binding', 'protein']
ECs2132	ECs2132	['succinate', 'semialdehyde', 'dehydrogenase']
ECs2854	ECs2854	['mannose-1-phosphate', 'guanylyltransferase']
ECs1540	ECs1540	['Dnase']
ECO570076	NA
ECs1166	ECs1166	['hypothetical', 'protein']
ECs0563	ECs0563	['hypothetical', 'protein']
ECs4691	ECs4691	['sugar', 'ABC', 'transporter', 'ATP-binding', 'protein']
ECO571709	NA
ECs2227	ECs2227	['hypothetical', 'protein']
ECO573962	NA
ECO571553	NA
ECs5197	ECs5197	['methionine', 'sulfoxide', 'reductase', 'A']
ECs2484	ECs2484	['transporter']
ECs4664	ECs4664	['phosphate', 'ABC', 'transporter', 'substrate-binding', 'protein']
ECs5001	ECs5001	['sorbose-permease', 'PTS', 'system', 'IIB', 'component']
ECs4792	glnA	['glutamine', 'synthetase']
ECs0462	ECs0462	['hypothetical', 'protein']
ECs2553	ECs2553	['hypothetical', 'protein']
ECs3133	ECs3133	['transposase']
ECs0888	glnP	['glutamine', 'ABC', 'transporter', 'permease']
ECO574452	NA
ECs0521	ECs0521	['hypothetical', 'protein']
ECs3950	ECs3950	['RNA', 'polymerase', 'sigma', 'factor', 'RpoD']
ECs3554	alaS	['alanyl-tRNA', 'synthetase']
ECs2129	ECs2129	['hypothetical', 'protein']
ECs0260	ECs0260	['toxin', 'YafO']
ECs0910	ECs0910	['transport', 'system', 'permease']
ECs0941	ECs0941	['PTS', 'system', 'enzyme', 'IIB']
ECs0170	ECs0170	['methionine', 'aminopeptidase']
ECO573890	NA
ECs0454	ECs0454	['hypothetical', 'protein']
ECs4573	ECs4573	['EscJ', 'type', 'III', 'secretion', 'system', 'protein']
ECs0510	ECs0510	['hypothetical', 'protein']
ECs2057	ECs2057	['L-asparagine', 'permease']
ECs3863	ECs3863	['transposase']
ECs4296	ugpC	['glycerol-3-phosphate', 'transporter', 'ATP-binding', 'protein']
ECs2956	ECs2956	['hypothetical', 'protein']
ECs4382	ECs4382	['hemin', 'binding', 'protein']
ECs0376	ECs0376	['ABC', 'transporter', 'ATP-binding', 'protein']
ECs1898	ECs1898	['outer', 'membrane', 'protein']
ECO572133	NA
ECs4660	ECs4660	['transcriptional', 'regulator', 'PhoU']
ECs4150	ECs4150	['hypothetical', 'protein']
ECs3548	ECs3548	['multidrug', 'resistance', 'protein', 'B']
ECs3118	nrdB	['ribonucleotide-diphosphate', 'reductase', 'subunit', 'beta']
ECs5579	rrfE	['5S', 'ribosomal', 'RNA']
ECs1207	ECs1207	['hypothetical', 'protein']
ECs4101	ECs4101	['ClpXP', 'protease', 'specificity-enhancing', 'factor']
ECs5513	metW	['tRNA']
pO157p28	letA	['plasmid', 'maintenance', 'protein', 'CcdA']
ECs1347	ECs1347	['hypothetical', 'protein']
ECs3699	ECs3699	['2-deoxy-D-gluconate', '3-dehydrogenase']
ECs2494	ECs2494	['hypothetical', 'protein']
ECs2666	ECs2666	['alpha-amylase']
ECs3708	ECs3708	['hypothetical', 'protein']
ECs4767	ECs4767	['sec-independent', 'translocase']
ECs0291	ECs0291	['hypothetical', 'protein']
ECs1841	ECs1841	['23S', 'rRNA', 'pseudouridylate', 'synthase', 'B']
ECO573170	NA
ECO573829	NA
ECs5309	ECs5309	['hypothetical', 'protein']
ECs3901	ECs3901	['repressor', 'protein', 'for', 'FtsI']
ECO573881	NA
ECs2176	ECs2176	['minor', 'capsid', 'protein']
ECs5011	ECs5011	['hypothetical', 'protein']
ECs0287	ECs0287	['transcriptional', 'regulator']
ECs1321	ECs1321	['hypothetical', 'protein']
ECs3473	ECs3473	['signal', 'recognition', 'particle', 'protein']
ECs4510	ECs4510	['formamidopyrimidine-DNA', 'glycosylase']
ECs3235	ECs3235	['hypothetical', 'protein']
ECs3536	ECs3536	['glutaredoxin-like', 'protein']
ECs4601	ECs4601	['hypothetical', 'protein']
ECO573928	NA
ECs4092	gltD	['glutamate', 'synthase', 'subunit', 'beta']
ECs3820	ECs3820	['hypothetical', 'protein']
ECs3294	cysW	['sulfate/thiosulfate', 'transporter', 'permease']
ECs1410	ECs1410	['dehydrogenase']
ECs1941	ECs1941	['transcriptional', 'regulator']
ECs1018	ECs1018	['alkanesulfonate', 'monooxygenase']
ECs0197	ECs0197	['hypothetical', 'protein']
pO157p66	pO157p66	['hypothetical', 'protein']
ECs0088	ftsI	['hypothetical', 'protein']
ECs2381	ECs2381	['hypothetical', 'protein']
ECs2382	ECs2382	['hypothetical', 'protein']
ECs2242	ECs2242	['tail', 'assembly', 'chaperone']
ECs5179	rplI	['50S', 'ribosomal', 'protein', 'L9']
ECs2287	ECs2287	['excisionase']
ECO572876	NA
ECs0292	ECs0292	['hypothetical', 'protein']
ECs0852	ECs0852	['adenosylmethionine--8-amino-7-oxononanoate', 'aminotransferase', 'BioA']
ECs3927	ECs3927	['hypothetical', 'protein']
ECs5249	ECs5249	['resolvase']
ECs1597	ECs1597	['terminase', 'small', 'subunit']
ECs3015	ECs3015	['transport', 'system', 'permease']
ECO572615	NA
ECs5038	ECs5038	['hypothetical', 'protein']
ECs0827	ECs0827	['portal', 'protein']
ECs5367	ileV	['tRNA']
ECs1086	ECs1086	['hypothetical', 'protein']
ECs1273	ECs1273	['FidL-like', 'protein']
ECs1039	ECs1039	['ATP-dependent', 'protease']
ECs3091	ECs3091	['cytochrome', 'c-type', 'protein', 'NapC']
ECs3670	ECs3670	['cysteine', 'sulfinate', 'desulfinase']
ECs4200	ECs4200	['FKBP-type', 'peptidylprolyl', 'isomerase']
ECs4042	ECs4042	['tryptophan', 'permease']
ECs1373	ECs1373	['hypothetical', 'protein']
ECs0531	ECs0531	['cation:proton', 'antiport', 'protein']
ECs2730	ECs2730	['major', 'head', 'protein']
ECs3108	ECs3108	['hypothetical', 'protein']
ECs0060	djlA	['Dna-J', 'like', 'membrane', 'chaperone', 'protein']
ECs5065	ECs5065	['hypothetical', 'protein']
ECs5234	ECs5234	['hypothetical', 'protein']
ECs4534	ECs4534	['integrase']
ECs5412	ECs5412	['hypothetical', 'protein']
ECs1072	ECs1072	['hypothetical', 'protein']
ECs0044	ECs0044	['electron', 'transfer', 'flavoprotein', 'FixA']
ECs0489	ECs0489	['transcriptional', 'regulator', 'BolA']
ECs1557	ECs1557	['antirepressor', 'protein']
ECs0708	nagB	['glucosamine-6-phosphate', 'deaminase']
ECs0815	ECs0815	['anti-termination', 'protein']
ECs2352	ECs2352	['hypothetical', 'protein']
ECs4151	ECs4151	['DNA', 'protecting', 'protein', 'DprA']
ECs1091	ECs1091	['perC', 'transcriptional', 'activator', 'family']
ECO572678	NA
ECs4259	ECs4259	['maltodextrin', 'phosphorylase']
ECs4937	metH	['B12-dependent', 'methionine', 'synthase']
ECs3132	ECs3132	['transposase']
ECs5218	treR	['trehalose', 'repressor']
ECs4178	rplP	['50S', 'ribosomal', 'protein', 'L16']
ECO572353	NA
ECs0007	ECs0007	['inner', 'membrane', 'transport', 'protein']
ECs0858	ECs0858	['structural', 'protein']
ECs2757	ECs2757	['hypothetical', 'protein']
ECs0488	ECs0488	['hypothetical', 'protein']
ECs1984	ECs1984	['minor', 'tail', 'protein']
ECs2164	ECs2164	['minor', 'tail', 'protein']
ECs0087	ftsL	['cell', 'division', 'protein', 'FtsL']
ECs4290	ECs4290	['acetyltransferase', 'YhhY']
ECs1979	ECs1979	['hypothetical', 'protein']
ECO575347	NA
ECs0908	ECs0908	['glutathione', 'transporter', 'ATP-binding', 'protein']
ECs0749	sdhB	['succinate', 'dehydrogenase', 'iron-sulfur', 'subunit']
ECs3873	ECs3873	['bifunctional', 'glutathionylspermidine', 'amidase/glutathionylspermidine', 'synthetase']
ECs1664	ECs1664	['hypothetical', 'protein']
ECs2785	ECs2785	['hypothetical', 'protein']
ECs4541	ECs4541	['hypothetical', 'protein']
ECs2320	ECs2320	['hypothetical', 'protein']
ECs3517	ECs3517	['hypothetical', 'protein']
ECs4329	ECs4329	['acyl', 'carrier', 'protein']
ECs1278	ECs1278	['outer', 'membrane', 'usher', 'protein']
ECO572323	NA
ECO574590	NA
ECs0848	ECs0848	['hypothetical', 'protein']
ECs1529	ECs1529	['hypothetical', 'protein']
ECs3977	ECs3977	['hypothetical', 'protein']
ECs3181	ECs3181	['phosphate', 'acetyltransferase']
ECs3469	rplS	['50S', 'ribosomal', 'protein', 'L19']
ECs5279	ECs5279	['D-mannose', 'specific', 'adhesin', 'FimH|minor', 'fimbrial', 'subunit']
ECs4295	ugpQ	['glycerophosphodiester', 'phosphodiesterase']
ECs0576	ECs0576	['glycerate', 'kinase']
ECs0883	ECs0883	['catecholate', 'siderophore', 'receptor', 'Fiu']
ECs5463	ECs5463	['hypothetical', 'protein']
ECs5340	ECs5340	['2-deoxyribose-5-phosphate', 'aldolase']
ECs2077	ECs2077	['hypothetical', 'protein']
ECs0310	ECs0310	['hypothetical', 'protein']
ECs1195	ECs1195	['hypothetical', 'protein']
ECs0297	ECs0297	['polarity', 'suppression', 'protein']
ECs4730	ECs4730	['arylsulfatase']
ECs1956	ECs1956	['hypothetical', 'protein']
ECs0477	ECs0477	['thiamine', 'biosynthesis', 'protein', 'ThiI']
ECs0647	ECs0647	['oxidoreductase']
ECs2424	rpmI	['50S', 'ribosomal', 'protein', 'L35']
ECs2831	ECs2831	['acetyltransferase']
ECs0871	ECs0871	['hypothetical', 'protein']
ECs3949	dnaG	['DNA', 'primase']
ECs0091	mraY	['phospho-N-acetylmuramoyl-pentapeptide-transferase']
ECs4115	ECs4115	['hypothetical', 'protein']
ECs1030	ECs1030	['hypothetical', 'protein']
ECs1332	ECs1332	['membrane', 'protein']
pO157p48	pO157p48	['hypothetical', 'protein']
ECs1183	ECs1183	['hypothetical', 'protein']
ECs2790	ECs2790	['hypothetical', 'protein']
ECs2398	ECs2398	['amino', 'acid/amine', 'transport', 'protein']
ECs2749	ECs2749	['hypothetical', 'protein']
ECs3204	ECs3204	['erythronate-4-phosphate', 'dehydrogenase']
ECs4624	ECs4624	['transcriptional', 'regulator']
ECs1432	ECs1432	['lipid', 'A', 'biosynthesis', 'lauroyl', 'acyltransferase']
ECs4870	metF	['5,10-methylenetetrahydrofolate', 'reductase']
ECs4100	ECs4100	['cryptic', 'C4-dicarboxylate', 'transporter', 'DcuD']
ECs1162	ECs1162	['hypothetical', 'protein']
ECs1077	ECs1077	['hypothetical', 'protein']
ECs2119	ECs2119	['SORC-type', 'transcriptional', 'regulator']
ECs3249	ECs3249	['EvgA', 'family', 'transcriptional', 'regulator']
ECs4750	ECs4750	['hypothetical', 'protein']
ECs2528	ECs2528	['mannose-specific', 'PTS', 'enzyme', 'IIC']
ECs0868	ECs0868	['hypothetical', 'protein']
ECs4668	ECs4668	['hypothetical', 'protein']
ECs4676	ECs4676	['ATP', 'synthase', 'F0F1', 'subunit', 'alpha']
ECs2826	ECs2826	['imidazole', 'glycerol', 'phosphate', 'synthase', 'subunit', 'HisF']
ECs0437	proC	['pyrroline-5-carboxylate', 'reductase']
ECs2419	ihfA	['integration', 'host', 'factor', 'subunit', 'alpha']
ECs4365	ECs4365	['low-affinity', 'phosphate', 'transport', 'protein']
ECs3129	ECs3129	['hypothetical', 'protein']
ECs3412	ECs3412	['transport', 'system', 'permease']
ECs4731	ECs4731	['arylsulfatase']
ECO574930	NA
ECs1948	ECs1948	['hypothetical', 'protein']
ECs4610	ECs4610	['hypothetical', 'protein']
ECs1216	ECs1216	['putative', 'lipoprotein', 'Rz1', 'precursor']
ECs4580	ECs4580	['secretion', 'system', 'apparatus', 'protein', 'SsaU']
ECs3841	ECs3841	['ornithine', 'decarboxylase']
ECs4554	ECs4554	['protein', 'EspB']
ECs0464	ECs0464	['nucleoside-specific', 'channel-forming', 'protein', 'Tsx']
ECs3571	ECs3571	['PTS', 'system', 'cellobiose/arbutin/salicin-specific', 'transporter', 'subunit', 'IIBC']
ECO574421	NA
ECs2745	ECs2745	['transposase']
ECs2428	ECs2428	['hypothetical', 'protein']
ECs5192	ECs5192	["3'(2'),5'-bisphosphate", 'nucleotidase', 'CysQ']
ECs2418	ECs2418	['vtamin', 'B12-transporter', 'permease']
ECs5112	ECs5112	['peptide', 'transporter']
ECs5435	tRNA25	['tRNA']
ECs2750	ECs2750	['antiterminator']
ECs0005	ECs0005	['hypothetical', 'protein']
ECs1548	ECs1548	['hypothetical', 'protein']
ECO570044	NA
ECs2733	ECs2733	['portal', 'protein']
ECs2337	ECs2337	['electron', 'transport', 'complex', 'protein', 'RnfB']
ECs5528	ileU	['tRNA']
ECs2655	ECs2655	['amino-acid', 'ABC', 'transporter', 'ATP-binding', 'protein']
ECO574411	NA
ECs2635	ECs2635	['plasmid', 'partition', 'protein']
ECs3356	ECs3356	['hypothetical', 'protein']
ECO571909	NA
ECs2239	ECs2239	['minor', 'tail', 'protein']
ECs0897	ECs0897	['ABC-F', 'family', 'ATPase']
ECs3680	ECs3680	['hypothetical', 'protein']
ECs4765	NA
ECs4887	argC	['N-acetyl-gamma-glutamyl-phosphate', 'reductase']
ECs4285	ECs4285	['low', 'affinity', 'gluconate', 'transporter']
ECs4187	ECs4187	['hypothetical', 'protein']
ECs4341	ECs4341	['3-oxoacyl-ACP', 'synthase']
ECs3883	ECs3883	['hypothetical', 'protein']
ECs1735	ECs1735	['hypothetical', 'protein']
ECs0937	ECs0937	['putrescine', 'ABC', 'transporter', 'membrane', 'protein']
ECs2867	ECs2867	['polysaccharide', 'export', 'protein']
ECs0253	ECs0253	['protein', 'DinJ']
ECs0012	ECs0012	['hypothetical', 'protein']
ECO570724	NA
