Label	Type	Frame	Begin	End	Length	Evidence	Mutation	Gene	Synonyms	Product	Class	ProductType	Localization	Roles	ECnumber	MicroCycRid	MicroCycPid	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	Note	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
ECO572941	fCDS	+2	2885207	2886898	1692	automatic/finished	pseudo	yehM	yehN, yehO	fragment of conserved hypothetical protein (part 1)	5 : Unknown function	u : unknown	1 : Unknown							2005-01-04 00:00:00	NEW			18 : Unknown function ;	1		0.231678	0.2778	0.272459	0.218085	0.550236	0.449764	0.205674	0.294326	0.324468	0.175532	0.618794	0.381206	0.271277	0.276596	0.195035	0.257092	0.471631	0.528369	0.218085	0.262411	0.297872	0.221631	0.560284	0.439716	0.384302	62099.71	-0.132682	0.321492	0.497336	0.220249	0.101243	0.579041	0.420959	0.218472	0.111901	0.106572	5.684883	9.275311
ECO572942	fCDS	+2	2886917	2887648	732	automatic/finished	pseudo	yehM	yehN, yehO	fragment of conserved hypothetical protein (part 2)	5 : Unknown function	u : unknown	1 : Unknown							2005-01-04 00:00:00	NEW			18 : Unknown function ;	1		0.209016	0.2910	0.280055	0.219945	0.571038	0.428962	0.143443	0.381148	0.331967	0.143443	0.713115	0.286885	0.266393	0.278689	0.180328	0.27459	0.459016	0.540984	0.217213	0.213115	0.327869	0.241803	0.540984	0.459016	0.408386	26392.2	0.036214	0.325103	0.477366	0.230453	0.115226	0.604938	0.395062	0.201646	0.119342	0.082305	6.118965	9.246914
ECs2930	CDS	+3	2887641	2888777	1137	automatic/finished	no	yehP		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.228672	0.2577	0.284081	0.229551	0.541777	0.458223	0.21372	0.298153	0.350923	0.137203	0.649077	0.350923	0.277045	0.211082	0.205805	0.306069	0.416887	0.583113	0.195251	0.263852	0.295515	0.245383	0.559367	0.440633	0.397608	42149.615	-0.132804	0.283069	0.484127	0.26455	0.082011	0.534392	0.465608	0.256614	0.134921	0.121693	6.021446	9.465608
ECs2931	CDS	+2	2888774	2891011	2238	automatic/finished	no	yehQ		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.213137	0.2685	0.27748	0.24084	0.546023	0.453977	0.191689	0.302949	0.325737	0.179625	0.628686	0.371314	0.253351	0.238606	0.231903	0.276139	0.470509	0.529491	0.19437	0.264075	0.274799	0.266756	0.538874	0.461126	0.406215	82616.45	-0.120134	0.312752	0.502013	0.225503	0.097987	0.567785	0.432215	0.218792	0.116779	0.102013	6.209007	9.648322
ECs2932	CDS	-1	2890818	2891708	891	automatic/finished	no			transposase ORF B, IS629	2b : Function from indirect experimental evidences (e.g. phenotypes)	e : enzyme	2 : Cytoplasmic	8.3 : Transposon related ; 8.3.1 : transposases ;						2005-01-04 00:00:00	COMMON			17.3 : Transposon functions ;	1		0.246914	0.2346	0.305275	0.213244	0.539843	0.460157	0.218855	0.249158	0.367003	0.164983	0.616162	0.383838	0.306397	0.215488	0.228956	0.249158	0.444444	0.555556	0.215488	0.239057	0.319865	0.225589	0.558923	0.441077	0.401019	33717.025	-0.397973	0.293919	0.489865	0.209459	0.135135	0.540541	0.459459	0.277027	0.168919	0.108108	9.328972	10.084459
ECs2933	CDS	-2	2891705	2892031	327	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.229358	0.2385	0.299694	0.232416	0.538226	0.461774	0.229358	0.293578	0.330275	0.146789	0.623853	0.376147	0.321101	0.201835	0.275229	0.201835	0.477064	0.522936	0.137615	0.220183	0.293578	0.348624	0.513761	0.486239	0.50727	12630.775	-0.958333	0.287037	0.425926	0.157407	0.083333	0.425926	0.574074	0.361111	0.203704	0.157407	9.384621	10.416667
ECs2934	CDS	+2	2892203	2892676	474	automatic/finished	no	yehR		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	lp : lipoprotein	11 : Membrane	6.1 : Membrane ;						2005-01-04 00:00:00	COMMON			18 : Unknown function ;	2		0.320675	0.1962	0.221519	0.261603	0.417722	0.582278	0.348101	0.094937	0.386076	0.170886	0.481013	0.518987	0.379747	0.246835	0.082278	0.291139	0.329114	0.670886	0.234177	0.246835	0.196203	0.322785	0.443038	0.556962	0.614993	17164.07	-0.142675	0.324841	0.490446	0.203822	0.089172	0.522293	0.477707	0.267516	0.133758	0.133758	6.585945	8.573248
ECs2935	CDS	-3	2892718	2893188	471	automatic/finished	no	yehS		conserved hypothetical protein	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown							2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.265393	0.2335	0.259023	0.242038	0.492569	0.507431	0.273885	0.273885	0.305732	0.146497	0.579618	0.420382	0.33758	0.171975	0.171975	0.318471	0.343949	0.656051	0.184713	0.254777	0.299363	0.261146	0.55414	0.44586	0.527412	18002.165	-0.329487	0.211538	0.416667	0.25	0.083333	0.512821	0.487179	0.307692	0.173077	0.134615	9.195351	9.602564
ECs2936	CDS	-2	2893235	2893954	720	automatic/finished	no	yehT		response regulator in two-component system with YehU	1b : Function from experimental evidences in the studied species	r : regulator	1 : Unknown	3.1.4 : Regulation level unknown ;						2005-01-04 00:00:00	COMMON	11111050, 12951338, 15522865		16.1 : Circulate ; 12 : Regulatory functions ;	1		0.25	0.2153	0.280556	0.254167	0.495833	0.504167	0.241667	0.2875	0.325	0.145833	0.6125	0.3875	0.325	0.145833	0.1875	0.341667	0.333333	0.666667	0.183333	0.2125	0.329167	0.275	0.541667	0.458333	0.446428	27398.75	-0.159833	0.213389	0.401674	0.280335	0.096234	0.535565	0.464435	0.301255	0.154812	0.146444	5.860588	9.502092
ECs2937	CDS	-3	2893951	2895636	1686	automatic/finished	no	yehU		sensory kinase in two-component system with YehT	1b : Function from experimental evidences in the studied species	rc : receptor	11 : Membrane	2.3.3 : Posttranslational modification ; 3.1.2.4.3 : Two-component regulatory systems (external signal) ; 3.1.3.2 : Covalent modification, demodification, maturation ; 6.1 : Membrane ;						2005-01-04 00:00:00	COMMON	15322361, 15522865		16.3 : Control ; 11.2 : Protein modification and repair ; 12.3 : Protein interactions ; 13.1 : Two-component systems ;	1		0.234282	0.2390	0.270463	0.256228	0.50949	0.49051	0.266904	0.241993	0.320285	0.170819	0.562278	0.437722	0.261566	0.211744	0.174377	0.352313	0.386121	0.613879	0.174377	0.263345	0.316726	0.245552	0.580071	0.419929	0.38921	62103.09	0.191979	0.285205	0.468806	0.276292	0.096257	0.593583	0.406417	0.204991	0.117647	0.087344	8.697075	9.299465
ECs2939	CDS	+2	2896151	2896399	249	automatic/finished	no			DNA damage-inducible protein in prophage (dinI-like)	2b : Function from indirect experimental evidences (e.g. phenotypes)	f : factor	2 : Cytoplasmic	2.1.4 : DNA repair ;						2005-01-04 00:00:00	COMMON	11230150		8.1 : DNA replication, recombination, and repair ;	2		0.309237	0.1968	0.253012	0.240964	0.449799	0.550201	0.337349	0.120482	0.39759	0.144578	0.518072	0.481928	0.361446	0.228916	0.156627	0.253012	0.385542	0.614458	0.228916	0.240964	0.204819	0.325301	0.445783	0.554217	0.587396	9378.305	-0.584146	0.280488	0.512195	0.207317	0.060976	0.426829	0.573171	0.378049	0.182927	0.195122	5.46656	9.512195
ECs2940	CDS	-1	2896767	2897075	309	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	3		0.300971	0.1812	0.326861	0.190939	0.508091	0.491909	0.291262	0.281553	0.349515	0.07767	0.631068	0.368932	0.378641	0.135922	0.194175	0.291262	0.330097	0.669903	0.23301	0.126214	0.436893	0.203883	0.563107	0.436893	0.382556	11461.735	-0.411765	0.22549	0.431373	0.254902	0.039216	0.519608	0.480392	0.294118	0.147059	0.147059	5.63607	9.745098
ECs2941	CDS	-3	2897038	2898351	1314	automatic/finished	partial			fragment of Putative tail fiber protein (modular protein) (partial)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.6 : Structural component ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.254186	0.2443	0.355403	0.146119	0.599696	0.400304	0.223744	0.191781	0.493151	0.091324	0.684932	0.315068	0.285388	0.3379	0.232877	0.143836	0.570776	0.429224	0.253425	0.203196	0.340183	0.203196	0.543379	0.456621	0.360515	44181.03	-0.679634	0.441648	0.649886	0.116705	0.038902	0.526316	0.473684	0.251716	0.102975	0.148741	4.663765	9.75286
ECs2942	CDS	-2	2898416	2899015	600	automatic/finished	no			Putative Lom-like outer membrane protein of prophage	3 : Putative function from multiple computational evidences	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.5 : Lysis ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.211667	0.2417	0.311667	0.235	0.553333	0.446667	0.245	0.16	0.4	0.195	0.56	0.44	0.28	0.25	0.24	0.23	0.49	0.51	0.11	0.315	0.295	0.28	0.61	0.39	0.508451	21732.1	-0.288442	0.38191	0.60804	0.170854	0.145729	0.537688	0.462312	0.221106	0.110553	0.110553	5.476707	9.557789
ECO572955	CDS	-1	2899083	2901530	2448	automatic/finished	partial			fragment of Host specificity protein J of prophage (partial)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.6 : Structural component ;						2005-01-04 00:00:00	NEW			17.2 : Prophage functions ;	1		0.234069	0.2602	0.302288	0.203431	0.5625	0.4375	0.290441	0.226716	0.365196	0.117647	0.591912	0.408088	0.281863	0.257353	0.196078	0.264706	0.453431	0.546569	0.129902	0.296569	0.345588	0.227941	0.642157	0.357843	0.45348	88391.13	-0.177546	0.33865	0.57546	0.218405	0.093252	0.546012	0.453988	0.211043	0.105521	0.105521	5.578285	9.537423
ECO572956	CDS	-2	2901380	2902609	1230	automatic/finished	no			Host specificity protein J (fragment) from phage origin	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	NEW			17.2 : Prophage functions ;	1		0.227642	0.2634	0.325203	0.18374	0.588618	0.411382	0.280488	0.241463	0.329268	0.14878	0.570732	0.429268	0.280488	0.260976	0.209756	0.24878	0.470732	0.529268	0.121951	0.287805	0.436585	0.153659	0.72439	0.27561	0.478088	45317.39	-0.387531	0.317848	0.562347	0.193154	0.100244	0.535452	0.464548	0.205379	0.107579	0.0978	6.644905	9.718826
ECs2945	CDS	-2	2902796	2903473	678	automatic/finished	no			Tail assembly protein I	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.1 : DNA packaging, phage assembly ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.20354	0.2699	0.339233	0.187316	0.609145	0.390855	0.234513	0.256637	0.384956	0.123894	0.641593	0.358407	0.20354	0.274336	0.238938	0.283186	0.513274	0.486726	0.172566	0.278761	0.393805	0.154867	0.672566	0.327434	0.42121	23752.44	0.086667	0.382222	0.546667	0.208889	0.08	0.64	0.36	0.177778	0.106667	0.071111	9.463448	9.822222
ECs2946	CDS	-3	2903371	2904114	744	automatic/finished	no			tail fiber component K	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.186828	0.2742	0.325269	0.21371	0.599462	0.400538	0.165323	0.302419	0.334677	0.197581	0.637097	0.362903	0.282258	0.241935	0.25	0.225806	0.491935	0.508065	0.112903	0.278226	0.391129	0.217742	0.669355	0.330645	0.410568	28044.7	-0.32996	0.323887	0.48583	0.178138	0.161943	0.566802	0.433198	0.267206	0.153846	0.11336	6.373177	10.364372
ECs2947	CDS	-2	2904125	2904823	699	automatic/finished	no			Minor tail protein L	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.206009	0.2246	0.360515	0.20887	0.585122	0.414878	0.236051	0.214592	0.390558	0.158798	0.60515	0.39485	0.291846	0.206009	0.23176	0.270386	0.437768	0.562232	0.090129	0.253219	0.459227	0.197425	0.712446	0.287554	0.434195	25686.865	-0.3125	0.318966	0.543103	0.181034	0.094828	0.547414	0.452586	0.241379	0.094828	0.146552	4.565498	10.362069
ECs2948	CDS	-3	2904823	2905152	330	automatic/finished	no			Minor tail protein M	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.212121	0.2121	0.360606	0.215152	0.572727	0.427273	0.2	0.227273	0.363636	0.209091	0.590909	0.409091	0.290909	0.227273	0.218182	0.263636	0.445455	0.554545	0.145455	0.181818	0.5	0.172727	0.681818	0.318182	0.376892	12614.05	-0.43945	0.275229	0.46789	0.174312	0.146789	0.550459	0.449541	0.284404	0.183486	0.100917	9.861748	10.183486
ECs2949	CDS	-1	2905149	2907794	2646	automatic/finished	no			Minor tail protein H [Contains: Minor tail protein H*]										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.23356	0.2343	0.343915	0.188209	0.578231	0.421769	0.236961	0.230159	0.422902	0.109977	0.653061	0.346939	0.293651	0.264172	0.209751	0.232426	0.473923	0.526077	0.170068	0.208617	0.399093	0.222222	0.60771	0.39229	0.421826	94558.55	-0.353916	0.37798	0.510783	0.181612	0.066969	0.527809	0.472191	0.251986	0.128263	0.123723	6.261986	9.447219
ECs2950	CDS	-3	2907838	2908146	309	automatic/finished	partial			fragment of Minor tail protein T (partial)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.200647	0.2362	0.339806	0.223301	0.576052	0.423948	0.184466	0.223301	0.398058	0.194175	0.621359	0.378641	0.291262	0.223301	0.223301	0.262136	0.446602	0.553398	0.126214	0.262136	0.398058	0.213592	0.660194	0.339806	0.395384	11597.595	-0.358824	0.313725	0.480392	0.117647	0.166667	0.588235	0.411765	0.27451	0.107843	0.166667	4.514549	10.715686
ECs2951	CDS	-1	2908173	2908595	423	automatic/finished	no			Minor tail protein G										2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.276596	0.2388	0.260047	0.224586	0.498818	0.501182	0.241135	0.276596	0.312057	0.170213	0.588652	0.411348	0.35461	0.283688	0.106383	0.255319	0.390071	0.609929	0.234043	0.156028	0.361702	0.248227	0.51773	0.48227	0.399223	15850.215	-0.545714	0.292857	0.478571	0.192857	0.114286	0.45	0.55	0.278571	0.142857	0.135714	5.635963	9.25
ECs2952	CDS	-3	2908609	2909361	753	automatic/finished	no			Major tail protein V	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.265604	0.2324	0.320053	0.181939	0.552457	0.447543	0.314741	0.135458	0.442231	0.10757	0.577689	0.422311	0.282869	0.318725	0.183267	0.215139	0.501992	0.498008	0.199203	0.243028	0.334661	0.223108	0.577689	0.422311	0.472501	26308.265	-0.34	0.396	0.656	0.176	0.072	0.528	0.472	0.232	0.104	0.128	4.906654	9.252
ECs2953	CDS	-2	2909369	2909767	399	automatic/finished	no	U	gpU	Minor tail protein U	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.6 : Structural component ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.240602	0.1930	0.305764	0.260652	0.498747	0.501253	0.218045	0.218045	0.406015	0.157895	0.62406	0.37594	0.315789	0.218045	0.150376	0.315789	0.368421	0.631579	0.18797	0.142857	0.360902	0.308271	0.503759	0.496241	0.442583	15212.845	-0.141667	0.234848	0.431818	0.227273	0.121212	0.575758	0.424242	0.310606	0.113636	0.19697	4.427711	9.719697
ECs2954	CDS	-2	2909780	2910403	624	automatic/finished	no	Z	gpZ	Minor tail protein Z	2b : Function from indirect experimental evidences (e.g. phenotypes)	h : extrachromosomal origin	1 : Unknown	8.1.6 : Structural component ; 8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.246795	0.2708	0.307692	0.174679	0.578526	0.421474	0.302885	0.288462	0.322115	0.086538	0.610577	0.389423	0.225962	0.269231	0.245192	0.259615	0.514423	0.485577	0.211538	0.254808	0.355769	0.177885	0.610577	0.389423	0.359693	23223.67	-0.45942	0.294686	0.463768	0.21256	0.048309	0.536232	0.463768	0.318841	0.256039	0.062802	11.958138	9.961353
ECs2955	CDS	-3	2910406	2910687	282	automatic/finished	no			conserved hypothetical protein from phage origin	4 : Unknown function but conserved in other organisms	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.187943	0.2234	0.351064	0.237589	0.574468	0.425532	0.202128	0.212766	0.404255	0.180851	0.617021	0.382979	0.255319	0.223404	0.202128	0.319149	0.425532	0.574468	0.106383	0.234043	0.446809	0.212766	0.680851	0.319149	0.411633	10484.65	-0.103226	0.290323	0.537634	0.215054	0.096774	0.55914	0.44086	0.258065	0.129032	0.129032	5.786568	10.989247
ECs2956	CDS	-2	2910680	2911006	327	automatic/finished	no			conserved hypothetical protein; hypothetical membrane protein from phage origin	4 : Unknown function but conserved in other organisms	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.201835	0.2355	0.345566	0.217125	0.58104	0.41896	0.229358	0.12844	0.568807	0.073394	0.697248	0.302752	0.247706	0.284404	0.155963	0.311927	0.440367	0.559633	0.12844	0.293578	0.311927	0.266055	0.605505	0.394495	0.538961	10684.535	0.549074	0.398148	0.703704	0.268519	0.046296	0.666667	0.333333	0.148148	0.037037	0.111111	3.917152	9.092593
ECs2957	fCDS	-2	2911094	2912110	1017	automatic/finished	pseudo			fragment of putative ATP-dependent Clp protease proteolytic subunit (Endopeptidase Clp) (part 2)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown							2005-01-04 00:00:00	COMMON			17 : Mobile and extrachromosomal element functions ;	1		0.229105	0.2468	0.316617	0.207473	0.563422	0.436578	0.277286	0.20944	0.39528	0.117994	0.60472	0.39528	0.292035	0.256637	0.176991	0.274336	0.433628	0.566372	0.117994	0.274336	0.377581	0.230089	0.651917	0.348083	0.526545	36887.425	-0.202367	0.328402	0.535503	0.210059	0.08284	0.553254	0.446746	0.245562	0.121302	0.12426	5.593346	9.568047
ECs2958	CDS	+3	2912256	2912582	327	automatic/finished	no			conserved hypothetical protein										2005-01-04 00:00:00	COMMON			18 : Unknown function ;	1		0.229358	0.2385	0.299694	0.232416	0.538226	0.461774	0.229358	0.293578	0.330275	0.146789	0.623853	0.376147	0.321101	0.201835	0.275229	0.201835	0.477064	0.522936	0.137615	0.220183	0.293578	0.348624	0.513761	0.486239	0.50727	12630.775	-0.958333	0.287037	0.425926	0.157407	0.083333	0.425926	0.574074	0.361111	0.203704	0.157407	9.384621	10.416667
ECs2959	CDS	+2	2912579	2913469	891	automatic/finished	no			transposase ORF B, IS629	2b : Function from indirect experimental evidences (e.g. phenotypes)	e : enzyme	2 : Cytoplasmic	8.3 : Transposon related ; 8.3.1 : transposases ;						2005-01-04 00:00:00	COMMON			17.3 : Transposon functions ;	1		0.246914	0.2346	0.305275	0.213244	0.539843	0.460157	0.218855	0.249158	0.367003	0.164983	0.616162	0.383838	0.306397	0.215488	0.228956	0.249158	0.444444	0.555556	0.215488	0.239057	0.319865	0.225589	0.558923	0.441077	0.401019	33717.025	-0.397973	0.293919	0.489865	0.209459	0.135135	0.540541	0.459459	0.277027	0.168919	0.108108	9.328972	10.084459
ECs2960	fCDS	-3	2913472	2914578	1107	automatic/finished	pseudo			fragment of putative ATP-dependent Clp protease proteolytic subunit (Endopeptidase Clp) (part 1)	5 : Unknown function	h : extrachromosomal origin	1 : Unknown							2005-01-04 00:00:00	COMMON			17 : Mobile and extrachromosomal element functions ;	1		0.247516	0.2385	0.292683	0.221319	0.531165	0.468835	0.292683	0.189702	0.376694	0.140921	0.566396	0.433604	0.260163	0.292683	0.170732	0.276423	0.463415	0.536585	0.189702	0.233062	0.330623	0.246612	0.563686	0.436314	0.461244	40019.255	-0.101359	0.334239	0.559783	0.190217	0.081522	0.578804	0.421196	0.220109	0.103261	0.116848	5.12487	9.842391
ECs2961	CDS	-2	2914376	2915878	1503	automatic/finished	no			putative head-tail preconnector protein	3 : Putative function from multiple computational evidences	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.1 : DNA packaging, phage assembly ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.235529	0.2255	0.323353	0.215569	0.548902	0.451098	0.245509	0.241517	0.389222	0.123752	0.630739	0.369261	0.303393	0.215569	0.227545	0.253493	0.443114	0.556886	0.157685	0.219561	0.353293	0.269461	0.572854	0.427146	0.423606	56118.465	-0.4932	0.284	0.494	0.204	0.09	0.534	0.466	0.296	0.154	0.142	7.274452	10.096
ECs2962	CDS	-3	2915878	2916114	237	automatic/finished	no			conserved hypothetical protein from phage origin	4 : Unknown function but conserved in other organisms	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	3		0.274262	0.2110	0.341772	0.172996	0.552743	0.447257	0.303797	0.253165	0.341772	0.101266	0.594937	0.405063	0.278481	0.151899	0.278481	0.291139	0.43038	0.56962	0.240506	0.227848	0.405063	0.126582	0.632911	0.367089	0.298714	9152.275	-0.598718	0.24359	0.358974	0.205128	0.064103	0.487179	0.512821	0.333333	0.205128	0.128205	11.054726	10.807692
ECs2963	CDS	-1	2916087	2918210	2124	automatic/finished	no			putative DNA packaging protein of prophage ( terminase large subunit)	3 : Putative function from multiple computational evidences	h : extrachromosomal origin	1 : Unknown	8.1 : Prophage genes and phage related functions ; 8.1.1 : DNA packaging, phage assembly ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.21516	0.2533	0.320621	0.210923	0.573917	0.426083	0.223164	0.265537	0.34887	0.162429	0.614407	0.385593	0.272599	0.245763	0.258475	0.223164	0.504237	0.495763	0.149718	0.248588	0.35452	0.247175	0.603107	0.396893	0.403823	80585.66	-0.665488	0.294201	0.521924	0.165488	0.117397	0.519095	0.480905	0.292786	0.158416	0.134371	8.735313	10.362093
ECs2964	CDS	-2	2918207	2918683	477	automatic/finished	no			conserved hypothetical protein from phage origin	4 : Unknown function but conserved in other organisms	u : unknown	1 : Unknown	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	3		0.27044	0.2075	0.280922	0.24109	0.48847	0.51153	0.245283	0.251572	0.371069	0.132075	0.622642	0.377358	0.352201	0.213836	0.144654	0.289308	0.358491	0.641509	0.213836	0.157233	0.327044	0.301887	0.484277	0.515723	0.374564	18026.855	-0.458861	0.221519	0.481013	0.246835	0.063291	0.481013	0.518987	0.329114	0.151899	0.177215	5.025536	9.620253
ECs5480	CDS	+1	2918740	2918988	249	automatic/finished	no			hypothetical protein										2005-01-04 00:00:00	WRONG			18 : Unknown function ;			0.341365	0.2851	0.156627	0.216867	0.441767	0.558233	0.301205	0.313253	0.216867	0.168675	0.53012	0.46988	0.373494	0.301205	0.108434	0.216867	0.409639	0.590361	0.349398	0.240964	0.144578	0.26506	0.385542	0.614458	0.334108	9397.255	-0.839024	0.219512	0.52439	0.170732	0.121951	0.47561	0.52439	0.280488	0.146341	0.134146	5.67057	9.231707
ECs2966	CDS	-1	2919138	2919605	468	automatic/finished	no	rz	rzpD	Endopeptidase (Lysis protein) from bacteriophage origin	2a : Function from experimental evidences in other organisms	h : extrachromosomal origin	1 : Unknown	8.1.5 : Lysis ; 8.1 : Prophage genes and phage related functions ;	3.4.-.-					2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	1		0.245726	0.2650	0.292735	0.196581	0.557692	0.442308	0.262821	0.237179	0.391026	0.108974	0.628205	0.371795	0.320513	0.25641	0.192308	0.230769	0.448718	0.551282	0.153846	0.301282	0.294872	0.25	0.596154	0.403846	0.509769	17379.07	-0.472903	0.322581	0.516129	0.2	0.058065	0.503226	0.496774	0.290323	0.16129	0.129032	9.097618	10.896774
ECs2965	CDS	-2	2919200	2919385	186	automatic/finished	no			Outer membrane lipoprotein Rz1 precursor										2005-01-04 00:00:00	COMMON			14 : Cell envelope ;	3		0.22043	0.3011	0.290323	0.188172	0.591398	0.408602	0.241935	0.322581	0.258065	0.177419	0.580645	0.419355	0.16129	0.370968	0.177419	0.290323	0.548387	0.451613	0.258065	0.209677	0.435484	0.096774	0.645161	0.354839	0.382639	6466.5	0.214754	0.295082	0.622951	0.229508	0.032787	0.704918	0.295082	0.114754	0.065574	0.04918	7.940849	9.409836
ECs2967	CDS	-1	2919759	2920328	570	automatic/finished	no			putative antirepressor protein Ant										2005-01-04 00:00:00	COMMON			12 : Regulatory functions ;	1		0.296491	0.2018	0.261404	0.240351	0.463158	0.536842	0.326316	0.2	0.347368	0.126316	0.547368	0.452632	0.347368	0.194737	0.147368	0.310526	0.342105	0.657895	0.215789	0.210526	0.289474	0.284211	0.5	0.5	0.40341	21430.06	-0.283069	0.227513	0.492063	0.222222	0.089947	0.550265	0.449735	0.259259	0.153439	0.10582	9.300987	9.968254
ECs2968	CDS	-1	2920599	2921132	534	automatic/finished	no	ydfQ		putative membrane-associated lysozyme; Qin prophage	3 : Putative function from multiple computational evidences	e : enzyme	11 : Membrane	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON			17.2 : Prophage functions ;	2		0.2397	0.2360	0.305243	0.219101	0.541198	0.458802	0.269663	0.196629	0.359551	0.174157	0.55618	0.44382	0.286517	0.230337	0.275281	0.207865	0.505618	0.494382	0.162921	0.280899	0.280899	0.275281	0.561798	0.438202	0.502115	19606.71	-0.449153	0.338983	0.525424	0.175141	0.084746	0.564972	0.435028	0.288136	0.175141	0.112994	9.364967	10.079096
ECs2969	CDS	-3	2921137	2921352	216	automatic/finished	no	essD	ybcR, vlyS	putative phage lysis protein S; DLP12 prophage	3 : Putative function from multiple computational evidences	e : enzyme	1 : Unknown	8.1 : Prophage genes and phage related functions ;						2005-01-04 00:00:00	COMMON	2019562		17.2 : Prophage functions ;	1		0.24537	0.2130	0.324074	0.217593	0.537037	0.462963	0.263889	0.222222	0.291667	0.222222	0.513889	0.486111	0.263889	0.236111	0.194444	0.305556	0.430556	0.569444	0.208333	0.180556	0.486111	0.125	0.666667	0.333333	0.393231	8026.01	0.039437	0.338028	0.450704	0.239437	0.140845	0.591549	0.408451	0.183099	0.112676	0.070423	9.457573	9.014085
